Seed IDX	Generation	Fitness	Chromosome
0	398	55572.768153864636	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	
1	125	91439.36784036766	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	
2	599	69110.33569969429	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	1	
3	317	860527.6810521551	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	
4	347	177170.49095555473	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	
5	416	110858.06968131628	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	
6	302	647779.8409257606	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	
7	254	186398.95017218005	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	
8	350	724560.920850691	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	
9	179	296734.9536442048	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	
