Gen	Min	Max	AVG
0	0.021202751766798072	0.13151923557679396	0.04381373763577458
1	0.02262472422715249	0.15070472779709113	0.04831241588025546
2	0.023280682264031086	0.1708642199616081	0.05434723956082885
3	0.02514357698795284	0.20273528976624752	0.06227520082994838
4	0.02718653972040586	0.2374863545713896	0.0721426761076006
5	0.02895650652984705	0.27514710744957743	0.08632511032194315
6	0.03314045111101603	0.3271275050004909	0.10252024694804991
7	0.03781742881650375	0.3931199691483548	0.12171576605434978
8	0.0425802627839457	0.4665598737008114	0.14320458082315274
9	0.05002637725024725	0.5413628909137772	0.1643766642105045
10	0.05863065801059562	0.6317139309115112	0.18713360040940533
11	0.06737164246460811	0.9352878125372576	0.21171996206636853
12	0.07565334206160573	0.8487894053931162	0.23498304589429167
13	0.08264643466492842	1.4985225110517197	0.26788703738011777
14	0.08633150410698304	5.055749377962319	0.3057209837756727
15	0.09462729469146618	11.017167606013516	0.4002629439043505
16	0.09687165908426024	11.987442095554753	0.44994290063798703
17	0.10339146446842676	109.15035577647255	0.8451026858549896
18	0.11671280437084554	9.764201414983342	0.5308756011078359
19	0.11340618241975302	64.82750246840318	0.9046940295663568
20	0.11929736561781028	25.64460703915186	0.7321226004101782
21	0.12927515482238996	90.03380539745146	1.029652036404389
22	0.1334480756541406	40.25335307306686	1.0154349797950184
23	0.13672539160908206	400.0618324442907	2.3770336542154524
24	0.14057897696503555	148.1133299900576	1.653607299899491
25	0.14640648004572418	85.91505630833778	1.5259198937970537
26	0.14903285637041222	557.3875462318041	3.2768680863044723
27	0.14884829451242834	350.7071575506824	2.804289569298907
28	0.1628795404423645	1386.9761506896243	6.7017760732214615
29	0.16686711711515187	587.9517138741522	3.9140894231235452
30	0.16228544817713428	1023.6193106720673	5.511061122117105
31	0.15778933613812773	765.7391471355571	4.7537446793207865
32	0.16130929513826325	631.7409871449652	6.113671374320655
33	0.16669860184543744	257.7858557002457	2.9547206245749136
34	0.1731759848125391	683.6237021613389	5.004895341181967
35	0.1879071365406426	552.5189244856205	4.69090562112215
36	0.16609228676983842	271.01358010529106	3.4565406982768603
37	0.1632508358792143	368.51938663702043	4.063198833208004
38	0.16922212844718723	518.0622767139016	4.838433573394457
39	0.16791118285229062	2215.8773252758674	11.140085543476149
40	0.1691968640972232	358.3878138289594	4.252579692878474
41	0.18276248320711916	717.8711395064186	5.126442121329427
42	0.1868747648479828	340.15183181872055	4.065643779910044
43	0.16550950162000302	1528.5378002094649	8.162567921028996
44	0.18604791007013072	1005.5985220884957	6.722462757708092
45	0.17385907450259752	1197.6357624552431	7.808002261700696
46	0.17810948868371038	805.0079169967128	6.295797946108282
47	0.18495172575511235	1866.8797966510283	9.233063246006262
48	0.17822892009339295	452.47075506477694	4.91115356050245
49	0.1888099216702764	1916.693155660342	9.79946317124332
50	0.17856206098302724	860.4671647035135	6.240239615240324
51	0.17163762129765622	515.3024627570128	5.423712441564107
52	0.17733655142719307	1261.9596908749697	7.859324123077102
53	0.18346452107080674	6173.979616580176	24.468288497242895
54	0.18067913216877482	662.1573051263364	6.206780289049437
55	0.18212858691447942	1674.0795121562	9.571263933132098
