Gen	Min	Max	AVG
0	22.925973333333335	77.58931000000001	53.659468466666674
1	56.13678	78.08508666666667	65.74871753333335
2	65.87652999999999	78.70281000000001	71.45582540000001
3	71.50703	79.00991666666667	74.79154273333332
4	74.57626333333333	79.28115333333332	76.70078006666664
5	76.60656	79.44464333333333	77.9116694
6	77.95745000000002	79.53751666666668	78.61355386666665
7	78.55522666666666	79.61679666666666	79.0054276
8	78.98208666666666	79.69036	79.26214366666667
9	79.24152000000001	79.76002666666666	79.41905653333332
10	79.40707333333333	79.78482999999999	79.5183544666667
11	79.50020666666668	79.80155333333332	79.59360086666666
12	79.5733	79.83602999999997	79.65678480000003
13	79.6506	79.85430999999997	79.71862726666667
14	79.70297	79.87232666666665	79.76960233333332
15	79.76566333333332	79.88605999999999	79.80378326666666
16	79.79131333333335	79.90020999999999	79.83266793333333
17	79.83426666666668	79.90203666666667	79.85939713333333
18	79.85357666666664	79.91044000000002	79.87600186666664
19	79.87665333333332	79.91616000000002	79.88750166666664
20	79.88322666666666	79.91739666666669	79.89536846666668
21	79.89633	79.91978666666667	79.90176253333334
22	79.89798333333331	79.92114666666666	79.90594613333333
23	79.90816666666666	79.92205333333332	79.91123986666666
24	79.91027000000003	79.92316999999998	79.91309493333331
25	79.91204666666667	79.92709333333333	79.91547993333333
26	79.91411666666669	79.93068999999998	79.91858753333332
27	79.91875666666668	79.93277333333332	79.92217799999999
28	79.92193999999999	79.93346	79.92396786666664
29	79.92253666666667	79.93521666666666	79.92629500000001
30	79.92699666666667	79.93667666666666	79.92935233333334
31	79.92881333333335	79.94062333333335	79.9313162
32	79.93106333333331	79.94455	79.93249246666667
33	79.93109666666666	79.94872666666667	79.93393246666666
34	79.93353333333333	79.94897	79.93615326666666
35	79.93492666666666	79.94990333333334	79.93791313333334
36	79.93575000000001	79.95002666666666	79.94120746666667
37	79.93635666666667	79.95049	79.94579706666669
38	79.94821666666667	79.95322666666668	79.94922133333334
39	79.94909666666666	79.95420666666668	79.94977486666667
40	79.94947666666667	79.95489	79.95016893333332
41	79.94986333333334	79.95496666666668	79.9507464
42	79.95005333333333	79.95496666666668	79.95156346666666
43	79.95064666666667	79.95565	79.95271073333333
44	79.95179333333336	79.95849666666666	79.95410926666665
45	79.95388333333334	79.96330666666667	79.95492333333333
46	79.95495333333335	79.96362666666666	79.95544799999999
47	79.95500666666666	79.96389333333332	79.95585933333332
48	79.95531333333334	79.96390666666666	79.95688826666667
49	79.95565666666667	79.97806666666666	79.95860513333334
50	79.95765	79.97808666666667	79.959808
51	79.95877333333333	79.97809	79.9612462
52	79.95930666666665	79.98182333333334	79.96358179999997
53	79.96390333333332	79.98524666666667	79.96561139999997
54	79.96391666666665	79.98526	79.96780379999998
55	79.96391666666665	79.98539666666667	79.97113099999997
56	79.96391666666665	79.98913999999999	79.97759219999998
57	79.98149333333335	79.98913999999999	79.98223319999998
58	79.98178000000001	79.99011	79.9829786
59	79.98184666666667	79.99011	79.98424913333331
60	79.98526	79.99039333333333	79.9861889333333
61	79.98527333333332	79.99135333333334	79.98727246666662
62	79.98527666666668	79.99140666666668	79.98933153333331
63	79.9901	79.99162	79.99030313333331
64	79.9901	79.99247333333332	79.99051786666664
65	79.99036666666666	79.99274	79.99076359999998
66	79.99038333333333	79.99274	79.99122786666662
67	79.99134333333333	79.99274	79.99152453333328
68	79.99135333333334	79.99274	79.99170853333327
69	79.99156666666666	79.99274	79.99207226666661
70	79.99162	79.99274	79.99248293333328
71	79.99274	79.99274	79.99273999999993
72	79.99274	79.99275333333331	79.99274026666659
73	79.99274	79.99275666666666	79.99274046666659
74	79.99274	79.99283666666666	79.99274279999992
75	79.99274	79.99305999999999	79.99274813333327
76	79.99274	79.99305999999999	79.99275493333326
77	79.99274333333332	79.99305999999999	79.9927718666666
78	79.99274666666666	79.99332666666666	79.99281459999992
79	79.99275666666666	79.99332666666666	79.99285279999994
80	79.99275666666666	79.99418	79.9929654666666
81	79.99305999999999	79.99418	79.99312613333326
82	79.99305999999999	79.99418	79.99319759999993
83	79.99305999999999	79.99418	79.9933863999999
84	79.99332666666666	79.99471333333334	79.99367866666658
85	79.99332666666666	79.99498	79.9941042666666
86	79.99418	79.99498	79.9942226666666
87	79.99418	79.99611333333334	79.99430399999993
88	79.99418	79.99611333333334	79.99443333333328
89	79.99418	79.99611333333334	79.9946546666666
90	79.99444666666666	79.99952666666668	79.99502666666662
91	79.99498	79.99979333333334	79.99542139999994
92	79.99498	79.99979333333334	79.99588306666662
93	79.99567333333334	79.99979666666668	79.99685126666662
94	79.99611333333334	79.99979666666668	79.99765899999994
95	79.99611333333334	79.99979666666668	79.99912579999996
96	79.99979333333334	79.99979666666668	79.9997938666666
97	79.99979333333334	79.99981000000001	79.99979459999993
98	79.99979333333334	79.99981000000001	79.9997948666666
99	79.99979333333334	79.99981000000001	79.99979593333326
